,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,#ERROR!,PTS OFF TO,2nd PTS,FBPs,PITP,OppPTSOFFTO,Opp2ndPTS,OppFBPs,OppPITP,BLKA,PFD,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,%FGA2PT,%FGA3PT,%PTS2PT,%PTS2PTMR,%PTS3PT,%PTSFBPs,%PTSFT,%PTSOffTO,%PTSPITP,2FGM%AST,2FGM%UAST,3FGM%AST,3FGM%UAST,FGM%AST,FGM%UAST
,Adreian Payne,ORL,26,5,0,5,8.5,4.2,1.4,2,70,0.4,0.6,66.7,1,1.2,83.3,0.4,1.4,1.8,0,0.4,0.4,0,1.2,7.2,0,0,-2.6,1,1.2,0,1.2,3,3.2,2.6,8.4,0,1,98.7,120.9,-22.2,0,0,0,5.4,25,13.8,13.7,80,83.1,15.1,98.49,12.00,70,30,47.6,19,28.6,0,23.8,23.8,28.6,80,20,100,0,85.7,14.3
,Caleb Swanigan,POR,20,15,8,7,8.9,2.6,1,2.8,35.7,0.1,0.3,20,0.5,0.9,61.5,0.8,1.6,2.4,0.6,0.7,0.3,0.2,1.6,7.2,0,0,-0.8,0.4,0.5,0.1,1.7,2.9,1.8,1.7,7.3,0.3,0.7,95.3,103.3,-8,11.8,0.82,13.3,10.1,21.8,15.7,16.2,36.9,40.9,19.3,95.84,4.70,88.1,11.9,71.8,5.1,7.7,5.1,20.5,15.4,66.7,64.3,35.7,100,0,66.7,33.3
,Kay Felder,DET,22,14,4,10,9.6,3.9,1.4,4.7,30.3,0.3,1.3,22.2,0.8,0.9,91.7,0.1,0.9,1,1.4,1.1,0.2,0.1,0.8,7.1,0,0,-3.4,0.4,0,0,1.3,4.1,2.6,2.4,9,0.3,1.1,91,109.1,-18.1,25.6,1.33,18.8,0.8,11.3,5.7,14.1,33.3,38.6,28.2,100.58,3.70,72.7,27.3,58.2,25.5,21.8,0,20,9.1,32.7,25,75,75,25,35,65
,Jason Smith,WAS,31,15,7,8,10.2,3.2,1.3,4,31.7,0.1,1.3,5.3,0.6,0.6,100,0.9,1.1,2,0.2,0.6,0.1,0.5,1.9,7.1,0,0,-0.1,0.3,1,0.1,1.2,2.7,2.9,2,7.1,0.3,0.9,96.7,99.7,-3,3.2,0.33,3.9,8,11.7,9.8,11.8,32.5,37.5,20.3,100.37,0.40,68.3,31.7,75,37.5,6.3,4.2,18.8,10.4,37.5,77.8,22.2,100,0,78.9,21.1
,Malachi Richardson,SAC,22,16,3,13,12.8,3.8,1.2,3.5,33.9,0.6,1.6,36,0.8,1,81.3,0.2,1.1,1.3,0.6,0.4,0.4,0,1.4,7.1,0,0,-1.1,0.8,0,0.5,0.9,3.4,3.6,2.9,11.1,0.4,0.8,103.1,110.7,-7.6,6.2,1.5,11.5,1.5,10.3,5.7,7.7,42,47.6,15.1,96.17,3.70,55.4,44.6,33.3,10,45,13.3,21.7,20,23.3,70,30,77.8,22.2,73.7,26.3
,Henry Ellenson,DET,21,13,7,6,7.7,3.8,1.5,3.8,40,0.6,1.6,38.1,0.1,0.1,100,0.2,1.8,2.1,0.5,0.6,0.2,0,0.6,7,0,0,1.5,1.3,0.3,0.3,1.5,2,1.8,0.9,6.6,0,0.3,96.4,88.3,8.1,10.9,0.75,9.3,3.1,24.5,13.8,12.4,48,48.6,25.9,100.01,11.80,58,42,49,8.2,49,8.2,2,34.7,40.8,41.7,58.3,100,0,65,35
,Rashad Vaughn,MIL,21,16,8,8,10.2,3.5,1.3,3,41.7,0.8,2.1,36.4,0.3,0.4,66.7,0.1,0.9,0.9,0.8,0.1,0.3,0.2,0.8,7,0,0,-0.1,0.8,0.3,0.1,0.8,3.3,3.5,1.4,9.6,0.1,0.3,109,108.3,0.7,10.6,12,18.9,0.8,10.3,5.7,1.6,54.2,55.3,14.8,95.19,7.80,31.3,68.8,28.6,7.1,64.3,3.6,7.1,23.2,21.4,87.5,12.5,100,0,95,5
,Dakari Johnson,OKC,22,15,9,6,7.5,2.5,1,1.9,53.6,0,0,0,0.5,0.9,57.1,0.6,0.7,1.3,0.5,0.3,0.3,0.4,1.3,6.9,0,0,1.8,0.8,0.6,0.4,1.6,2.1,0.8,1.5,4.7,0.1,0.7,103.4,91.1,12.3,11.3,2,17.3,8.9,12,10.4,8.7,53.6,55.6,15,96.86,7.70,100,0,78.9,15.8,0,15.8,21.1,31.6,63.2,66.7,33.3,0,0,66.7,33.3
,Okaro White,MIA,25,6,2,4,13.3,3.3,1.2,2.7,43.8,0.7,1.8,36.4,0.3,0.5,66.7,0.5,1.3,1.8,0.3,0.2,0.2,0.2,1,6.9,0,0,-0.2,1.2,0.8,0.5,0.7,5.3,3,2.7,14.7,0.2,1,102.5,103,-0.5,3.4,2,9.8,4.5,11,7.9,4.9,56.3,57.7,10.5,98.32,5.70,31.3,68.8,30,10,60,15,10,35,20,33.3,66.7,100,0,71.4,28.6
,Danuel House,PHX,24,7,3,4,12.7,4.4,1.3,3.6,36,0.3,1.9,15.4,1.6,1.6,100,0,1.3,1.3,0.6,0.4,0.1,0,0.9,6.8,0,0,5.3,0.7,0.4,1,1.7,2.6,3.7,2.1,9.1,0.3,1.1,117.2,96.6,20.6,6.3,1.33,10.9,0,11.3,5.8,8.1,40,51.9,16.3,100.86,5.90,48,52,45.2,6.5,19.4,22.6,35.5,16.1,38.7,28.6,71.4,50,50,33.3,66.7
,Quinn Cook,GSW,24,10,8,2,10.3,3.2,1.3,2.9,44.8,0.5,1.4,35.7,0.1,0.1,100,0.2,0.9,1.1,1.6,0.3,0,0,0.9,6.6,0,0,-1.1,0.2,0,0.9,1,3.9,3.9,2.5,10.4,0.3,0.1,100.2,107.1,-6.9,24.2,5.33,33,2.5,10.3,6.6,6.2,53.4,54.3,14.8,95.48,7.80,51.7,48.3,50,18.8,46.9,28.1,3.1,6.3,31.3,50,50,100,0,69.2,30.8
,Jason Terry,MIL,40,10,5,5,11.1,1.5,0.6,1.9,31.6,0.1,1.2,8.3,0.2,0.2,100,0,0.9,0.9,0.6,0.4,0.7,0.4,0.7,6.4,0,0,-3.6,0.2,0.2,0,0.4,3.5,1,1.3,11.2,0,0.1,95.7,110,-14.4,8.2,1.5,20.1,0,12.5,5.5,13.4,34.2,37.7,10.5,95.01,3.60,36.8,63.2,66.7,40,20,0,13.3,13.3,26.7,60,40,100,0,66.7,33.3
,Alec Peters,PHX,22,2,0,2,7.2,1.5,0.5,2,25,0.5,2,25,0,0,0,0,1.5,1.5,0,0,0,1,0.5,6.3,0,0,-5,0,0,0,0,2.5,3.5,2,10,0,0.5,73.8,106.4,-32.6,0,0,0,0,27.3,12.5,0,37.5,37.5,11.9,107.47,7.00,0,100,0,0,100,0,0,0,0,0,0,100,0,100,0
,Josh Magette,ATL,28,8,2,6,8,1.6,0.5,1.5,33.3,0.1,0.5,25,0.5,0.5,100,0.1,0.6,0.8,2.1,0.3,0.3,0,0.8,6.2,0,0,0.6,0,0,0.4,0,1.4,1.4,0.3,7,0,0.6,95.1,92.2,2.9,41.5,8.5,51.9,1.8,8.9,5.3,6.1,37.5,47.2,11.3,96.22,10.90,66.7,33.3,46.2,46.2,23.1,23.1,30.8,0,0,0,100,0,100,0,100
,Chris McCullough,WAS,22,10,7,3,5.8,3.2,1.3,3,43.3,0.1,0.6,16.7,0.5,0.8,62.5,0.5,1.3,1.8,0.1,0,0,0.2,0.8,6.1,0,0,-0.8,0.6,0.2,0.6,1.8,1.8,1.2,1.3,5.6,0.1,0.4,103.8,107.9,-4.1,3.4,0,2.9,8.8,24.1,16.2,0,45,47.7,23.7,104.01,10.70,80,20,75,18.8,9.4,18.8,15.6,18.8,56.3,91.7,8.3,100,0,92.3,7.7
,Gary Payton II,LAL,25,12,6,6,8.8,2.5,1.1,2.8,39.4,0.2,1,16.7,0.2,0.3,66.7,0.3,1.1,1.4,0.8,0.3,0.3,0.1,1.4,6.1,0,0,1,0.8,0.5,0.3,1.8,2.8,1.8,1.4,7,0.3,0.2,109.2,104.3,4.9,11.8,3,19.4,4.9,15.3,10.2,6.5,42.4,43.7,15.8,97.86,4.30,63.6,36.4,73.3,0,20,13.3,6.7,33.3,73.3,54.5,45.5,100,0,61.5,38.5
,Malik Beasley,DEN,21,31,17,14,10,3.4,1.3,3.2,40.8,0.4,1.3,31.7,0.4,0.6,66.7,0.3,1.1,1.4,0.5,0.5,0.2,0.1,0.7,6.1,0,0,0.8,0.6,0.6,0.7,1.3,4.4,2.3,1.9,8.5,0.2,0.6,106.2,104,2.2,7.8,1.13,12.3,3,11.9,7.4,10.9,47.4,49.6,16.3,100.43,6.00,58.2,41.8,51.4,13.3,37.1,21,11.4,19,38.1,70.4,29.6,84.6,15.4,75,25
,TJ Leaf,IND,20,27,15,12,9.4,3.1,1.3,2.9,45.5,0.4,0.9,47.8,0.1,0.3,42.9,0.7,1,1.7,0.2,0.2,0.2,0.1,1,6,0,0,-2.4,0.6,0.7,0.3,1.5,3.3,3,2,10.3,0.2,0.3,100.5,113,-12.5,3.4,1,6.5,8,12.7,10.1,6.5,52.6,52.4,14,102.35,5.60,70.1,29.9,57.1,9.5,39.3,8.3,3.6,17.9,47.6,37.5,62.5,100,0,57.1,42.9
,Semi Ojeleye,BOS,23,35,26,9,14.2,2.6,0.8,2.5,33,0.6,1.9,30.9,0.4,0.6,61.9,0.6,1.5,2,0.2,0.3,0.3,0,0.9,6,0,0,-2.4,0.5,0.4,0.2,0.4,4.4,3.3,2.6,13.6,0.1,0.5,99,104.5,-5.6,2.4,0.73,6.9,4.2,11.8,7.8,9.5,44.9,47.3,9.9,96.17,3.70,22.7,77.3,17.4,2.2,68.5,7.6,14.1,19.6,15.2,87.5,12.5,95.2,4.8,93.1,6.9
,Brice Johnson,LAC,23,9,2,7,4.2,1.8,0.8,1.2,63.6,0,0.1,0,0.2,0.2,100,0.2,1.2,1.4,0.1,0.4,0.7,0.2,0.8,5.9,0,0,3.7,0.2,0.4,0,1.1,1.3,1.2,1.3,3.1,0,0.1,117.2,80.8,36.4,2.9,0.25,5.9,6.9,23.9,17.3,23.7,63.6,67.3,17.4,106.08,14.10,90.9,9.1,87.5,25,0,0,12.5,12.5,62.5,42.9,57.1,0,0,42.9,57.1
,Damyean Dotson,NYK,23,18,6,12,9.5,3,1.3,2.7,46.9,0.3,1.1,30,0.1,0.2,66.7,0.2,1.2,1.4,0.5,0.2,0.2,0.1,0.7,5.9,0,0,-1.8,0.6,0,0.3,0.7,4.4,2.7,2.7,8.7,0.1,0.3,93.1,104.3,-11.3,7.9,2.25,14.2,2.6,14.3,8.4,6.3,53.1,53.7,13.5,100.57,8.00,59.2,40.8,63,40.7,33.3,9.3,3.7,20.4,22.2,76.5,23.5,100,0,82.6,17.4
,Sterling Brown,MIL,22,10,4,6,6.9,2.2,1,2.4,41.7,0.2,0.6,33.3,0,0,0,0.5,0.8,1.3,0.2,0.3,0.5,0.1,1.3,5.6,0,0,1.1,0.9,0.6,0.2,0.8,1.7,2,0.9,6.2,0.3,0.1,104.7,98.8,5.9,4.3,0.67,6.9,8.2,14.3,11.1,10.3,45.8,45.8,17,99.4,4.30,75,25,72.7,36.4,27.3,9.1,0,40.9,36.4,25,75,100,0,40,60
,Luol Deng,LAL,32,1,0,1,13.1,2,1,2,50,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5.5,0,0,-7,2,0,2,2,2,7,2,14,0,0,83.7,110.4,-26.8,11.1,1,25,0,0,0,25,50,50,8.8,111.4,3.90,100,0,100,0,0,100,0,100,100,100,0,0,0,100,0
,Cheick Diallo,NOP,21,18,8,10,6.9,2.6,1.2,2.1,56.8,0,0,0,0.3,0.5,55.6,0.6,1.7,2.2,0.2,0.4,0.1,0.1,1.3,5.5,0,0,-3.9,0.3,0.4,0.1,1.9,3.9,2.6,1.9,7.1,0.1,0.4,96.3,119.8,-23.5,5.1,0.5,7.6,8.1,26.3,16.9,15.1,56.8,57.4,16.6,103.73,7.40,100,0,89.4,17,0,4.3,10.6,12.8,72.3,81,19,0,0,81,19
,Derrick Jones Jr.,MIA,20,6,0,6,5.5,1.5,0.3,0.7,50,0,0.3,0,0.8,1,83.3,0.3,0.3,0.7,0.5,0.2,0.2,0.7,0.3,5.4,0,0,-0.3,0.3,0.3,0.3,0.7,1.7,1.5,1.2,5.3,0,0.8,102.9,103.6,-0.6,13.6,3,28.2,7.1,7.7,7.4,9.4,50,67.8,9.6,105.74,10.10,50,50,44.4,0,0,22.2,55.6,22.2,44.4,50,50,0,0,50,50
,Quincy Pondexter,CHI,29,18,5,13,9.7,2.4,0.7,2.6,28.3,0.2,1.2,13.6,0.8,0.9,82.4,0.4,0.8,1.3,0.4,0.6,0.4,0.1,1.2,5.4,0,0,-4.9,0.9,0.3,0.6,1,3.7,2.1,2,8.1,0.2,0.4,84.3,111.3,-27,6.9,0.64,9.8,4.4,10.4,7,15.4,31.5,40.2,16.1,99.67,1.30,52.2,47.8,46.5,4.7,20.9,23.3,32.6,37.2,41.9,70,30,100,0,76.9,23.1
,Gian Clavell,DAL,24,7,0,7,9.1,2.9,0.9,2.6,33.3,0.9,2.1,40,0.3,0.3,100,0.1,0.9,1,0.4,0.3,0.3,0,1.1,5.3,0,0,3.1,0.4,0.4,0,0,3.1,2.1,0.9,6.3,0,0.9,105.1,90.4,14.7,7.1,1.5,12.6,1.7,11.1,6.2,8.4,50,53,15,99.71,4.50,16.7,83.3,0,0,90,0,10,15,0,0,0,100,0,100,0
,Arron Afflalo,ORL,32,26,8,18,13.4,2.7,0.9,2.8,32.9,0.3,1.1,24.1,0.5,0.7,77.8,0.1,1.2,1.3,0.5,0.3,0.1,0.2,1.1,5.3,0,0,-3,0.5,0.1,0,0.7,5.8,4,4,13.1,0.1,0.5,98,109,-11,5,1.5,11.9,1,9.4,5.4,7.9,37.7,42.6,11.3,98.95,2.30,60.3,39.7,49.3,23.2,30.4,0,20.3,20.3,26.1,70.6,29.4,85.7,14.3,75,25
,Derrick White,SAS,23,7,3,4,6.7,1.3,0.4,1,42.9,0,0,0,0.4,0.9,50,0.3,1,1.3,0.4,0.4,0.4,0.3,0.7,5.2,0,0,2.1,0.7,0.1,0.3,0.6,1.6,2,1.4,6,0,0.7,95.9,71.5,24.4,10,1,19.2,4.3,13.2,9.1,19.2,42.9,46.7,11.9,103.48,8.60,100,0,66.7,22.2,0,22.2,33.3,55.6,44.4,0,100,0,0,0,100
,Dorian Finney-Smith,DAL,24,8,2,6,11.7,3.3,1.3,2.8,45.5,0.6,1.8,35.7,0.1,0.3,50,0.6,0.6,1.3,0.6,0.9,0,0.1,1.6,5.2,0,0,-1,0.6,0.5,0.4,1,2.9,3.3,2.8,7.5,0.1,0.1,96,101.4,-5.4,9.1,0.71,14.3,4.9,5.9,5.3,20.1,56.8,56.8,13.9,96.14,2.00,36.4,63.6,38.5,7.7,57.7,11.5,3.8,19.2,30.8,80,20,100,0,90,10
,Derrick Walton Jr.,MIA,22,9,3,6,7.9,2,0.6,1.3,41.7,0.4,0.9,50,0.4,0.4,100,0,0.6,0.6,1.3,0.2,0.1,0.1,0.3,5.1,0,0,-2.7,0,0.3,0,0,2.2,1.9,1.4,7.3,0,0.4,107.4,127.2,-19.8,24,6,43.2,0,8.9,4.6,7.2,58.3,65.4,11,91.16,8.10,33.3,66.7,11.1,11.1,66.7,0,22.2,0,0,0,100,75,25,60,40
,Tyler Ennis,LAL,23,14,4,10,6,1.9,0.8,1.9,40.7,0,0.4,0,0.4,0.4,83.3,0.1,0.8,0.9,0.8,0.3,0.3,0.1,0.6,4.9,0,0,0.7,0.3,0,0.4,1.3,2.6,1.5,1.6,5.1,0.1,0.6,103.9,94.1,9.8,18.6,2.75,24.6,1.4,13.6,7.7,9,40.7,45.5,17.5,102.46,8.40,81.5,18.5,81.5,14.8,0,22.2,18.5,14.8,66.7,36.4,63.6,0,0,36.4,63.6
,Briante Weber,HOU,25,6,4,2,8,0.3,0.2,0.8,20,0,0.2,0,0,0,0,0,1,1,0.7,0.2,0.5,0.3,1.3,4.9,0,0,-4.8,0,0,0.3,0.3,2.5,2.3,2.8,8.3,0,0,96.2,125.6,-29.4,13.8,4,40,0,15,6.7,10,20,20,5.3,99.1,1.70,80,20,100,0,0,100,0,0,100,100,0,0,0,100,0
,Cedi Osman,CLE,22,26,18,8,7.8,2.1,0.8,1.8,46.8,0.3,0.8,40,0.1,0.2,50,0.2,1.3,1.5,0.2,0.3,0.3,0,1.2,4.8,0,0,-0.1,0.3,0.2,0.4,0.9,2.6,2.2,1.5,6.8,0.1,0.3,107.3,106.6,0.6,3.6,0.56,8,3.6,17.4,11,14.3,55.3,55.4,13.2,97.17,4.70,57.4,42.6,51.9,7.4,44.4,18.5,3.7,14.8,44.4,50,50,100,0,68.2,31.8
,Omer Asik,NOP,31,9,5,4,8.4,1.4,0.6,1.3,41.7,0,0,0,0.3,0.4,75,0.4,2.2,2.7,0.2,0.2,0,0,0.6,4.8,0,0,1.2,0.2,0.4,0,0.7,3.9,1.8,2.8,8.2,0.2,0.6,115.6,107.7,7.9,3,1,11.3,6.3,27.8,17.6,11.3,41.7,47.2,9.1,102.06,6.50,100,0,76.9,30.8,0,0,23.1,15.4,46.2,100,0,0,0,100,0
,Jack Cooley,SAC,26,1,0,1,1.6,2,0,1,0,0,0,0,2,2,100,0,1,1,1,0,0,0,0,4.7,0,0,5,0,0,0,0,0,0,0,0,0,1,173.6,0,173.6,100,0,34.7,0,50,33.3,0,0,53.2,65.3,86.4,300.00,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0
,Jamel Artis,ORL,25,5,0,5,11,1.8,0.8,3.4,23.5,0,1,0,0.2,0.6,33.3,0.2,1.2,1.4,0.8,0,0,0,0,4.7,0,0,0.4,0,0.4,0,1.2,3.4,3.2,3.2,8.4,0.2,0.6,103.5,109.1,-5.5,9.5,0,17.9,1.9,13.6,7.3,0,23.5,24.6,14.3,98.17,2.30,70.6,29.4,88.9,22.2,0,0,11.1,0,66.7,50,50,0,0,50,50
,Jacob Wiley,BKN,23,5,1,4,6.7,0.8,0.2,0.8,25,0.2,0.4,50,0.2,0.4,50,0.4,1.8,2.2,0.4,0,0.2,0,0.8,4.6,0,0,2.6,0.6,0,0,0,2.4,0.4,0.8,5.2,0,0.2,94.3,81.5,12.8,9.1,0,29.1,5.6,23.1,14.7,0,37.5,41,6.2,100.77,8.40,50,50,0,0,75,0,25,75,0,0,0,100,0,100,0
,Aaron Brooks,MIN,33,12,6,6,4.6,2.6,1,1.9,52.2,0.5,0.9,54.5,0.1,0.2,50,0.2,0.4,0.6,0.7,0.3,0.1,0,0.6,4.3,0,0,-2.8,0.3,0.9,0,0.7,2.3,1,1.3,3,0.2,0.2,103.2,133.8,-30.6,22.9,2.67,22.9,3.8,12.5,7.6,8.6,65.2,64.9,20.9,93.78,10.20,52.2,47.8,38.7,12.9,58.1,0,3.2,12.9,25.8,0,100,83.3,16.7,41.7,58.3
,Abdel Nader,BOS,24,17,13,4,7.5,1.9,0.8,2.1,36.1,0.4,1.1,31.6,0,0.1,0,0.1,0.6,0.8,0.4,0.4,0.3,0.2,0.6,4.3,0,0,-4.2,0.1,0.6,0.2,0.8,2.9,1.6,1.5,6.8,0.1,0.1,93.7,121.1,-27.4,7.8,0.86,12.1,1.8,10.2,5.9,14.2,44.4,43.9,15.2,97.89,3.30,47.2,52.8,43.8,0,56.3,9.4,0,6.3,43.8,57.1,42.9,100,0,76.9,23.1
,Joel Bolomboy,MIL,23,6,3,3,6.3,1.5,0.5,1,50,0,0.2,0,0.5,1,50,1,0.7,1.7,0,0.3,0.3,0,0.5,4.2,0,0,-2,0,0.8,0.3,0.7,3,1,1.7,4.7,0.2,0.5,80.7,98.5,-17.7,0,0,0,15.8,13.3,14.7,18.8,50,52.1,11.9,97.97,7.00,83.3,16.7,66.7,22.2,0,22.2,33.3,0,44.4,100,0,0,0,100,0
,Zhou Qi,HOU,22,13,11,2,4.9,1.3,0.3,1.6,19,0.2,0.9,16.7,0.5,0.6,87.5,0.2,0.8,0.9,0.1,0.3,0.2,0.5,0.7,4.1,0,0,-3.5,0,0,0.3,0.3,1.7,0.9,0.3,4.5,0.2,0.4,80.2,110.6,-30.4,3.1,0.25,3.4,2.7,15.6,8.8,13.6,23.8,34.7,19.6,99.38,1.40,42.9,57.1,23.5,0,35.3,23.5,41.2,0,23.5,100,0,100,0,100,0
,Antonius Cleveland,DAL,23,13,5,8,6.2,0.8,0.3,1.1,28.6,0,0.1,0,0.2,0.3,50,0.2,0.6,0.8,0.2,0.2,0.5,0.3,0.8,4.1,0,0,-2.2,0,0.2,0,0.3,1.8,1.6,2.2,5.4,0.1,0.3,88.3,99.1,-10.8,3.8,1,10.1,2.6,10.8,6.6,10.1,28.6,31.7,10,98.73,1.60,92.9,7.1,80,40,0,0,20,0,40,50,50,0,0,50,50
,Joe Young,IND,25,18,9,9,6.3,2.6,1.1,2.5,42.2,0.1,0.7,15.4,0.4,0.6,63.6,0.2,0.5,0.7,0.6,0.3,0.1,0,0.4,4.1,0,0,-1.1,0.5,0.3,0.2,1.2,1.1,1.6,1.4,6.4,0.2,0.7,99.6,109.8,-10.1,12.8,1.67,15.2,2.6,10.2,5.9,9.1,44.4,47.2,21.1,98.94,6.10,71.1,28.9,72.3,25.5,12.8,8.5,14.9,19.1,46.8,11.8,88.2,100,0,21.1,78.9
,Jabari Bird,BOS,23,3,2,1,7.1,1.7,0.3,1.3,25,0,0.7,0,1,1.7,60,0,0.7,0.7,0.3,0,0.3,0,0.3,4,0,0,3.7,0.7,0.3,0.7,0.7,0.7,1.7,1,7.3,0,0.7,122,92.9,29.2,6.7,0,13.9,0,9.1,5.1,0,25,40.3,13,95.23,4.80,50,50,40,0,0,40,60,40,40,0,100,0,0,0,100
,Guerschon Yabusele,BOS,22,14,10,4,4.8,1.9,0.6,1.6,40.9,0.4,1,42.9,0.1,0.1,100,0.6,0.8,1.4,0.3,0.2,0,0.1,0.7,4,0,0,-1.4,0.1,0.1,0,0.1,1.4,0.9,0.5,4.3,0.1,0.1,94.6,110.3,-15.7,12.5,1.33,13.4,13,19.3,15.9,10,54.5,56.8,17.2,95.14,9.10,36.4,63.6,23.1,15.4,69.2,0,7.7,7.7,7.7,66.7,33.3,100,0,88.9,11.1
,Nick Collison,OKC,37,7,3,4,5.6,1.9,0.7,0.9,83.3,0,0,0,0.4,0.6,75,0.4,1,1.4,0.4,0.3,0,0,0.7,3.9,0,0,1.9,0,0.3,0.3,1.4,1.3,1.6,1.3,3.4,0,0.9,109.2,95.2,14,10.7,1.5,23.5,9.7,20.6,15.4,15.7,83.3,83.8,11,97.35,11.80,100,0,76.9,0,0,15.4,23.1,0,76.9,80,20,0,0,80,20
,Bobby Brown,HOU,33,18,16,2,6,2.6,0.9,3,31.5,0.6,2.1,28.9,0.1,0.1,50,0,0.4,0.4,0.6,0.4,0.2,0,0.3,3.9,0,0,-3.2,0.6,0.2,0,0.2,2.5,0.7,1.3,5.3,0.1,0.1,92.2,115.4,-23.2,18.9,1.25,13.7,0,7.4,3.5,11,41.7,41.9,25.7,99.95,3.50,29.6,70.4,26.1,17.4,71.7,0,2.2,21.7,8.7,0,100,27.3,72.7,17.6,82.4
,Jake Layman,POR,23,14,8,6,6.6,1.6,0.6,2.1,31,0.1,0.8,18.2,0.1,0.1,100,0.1,0.6,0.8,0.3,0.1,0.2,0.1,0.8,3.9,0,0,-0.1,0.5,0.3,0.2,0.7,2.9,2.3,1.1,6.3,0,0.1,98.1,108.1,-10,5.8,4,11.5,2.5,12.7,7.2,2.9,34.5,36.8,14.3,98.32,2.50,62.1,37.9,63.6,18.2,27.3,13.6,9.1,31.8,45.5,71.4,28.6,100,0,77.8,22.2
,Lorenzo Brown,TOR,27,8,6,2,6.8,0.5,0.3,1.1,22.2,0,0.5,0,0,0,0,0,1.1,1.1,0.6,0,0.4,0,0.4,3.9,0,0,1.1,0,0,0,0.3,2,1.8,1.5,5.8,0,0,95.6,83.9,11.7,14.3,0,35.7,0,16.7,9.9,0,22.2,22.2,8.4,92.44,7.30,55.6,44.4,100,50,0,0,0,0,50,0,100,0,0,0,100
,Kyle Collinsworth,DAL,26,3,1,2,7.2,1.3,0.3,0.7,50,0.3,0.3,100,0.3,0.7,50,0,0.7,0.7,0.7,0.3,0.3,0,0.3,3.8,0,0,-1,0,0,0,0,2,1.3,4.3,4.7,0.3,0.3,123.2,119.5,3.8,11.1,2,34,0,16.7,7.4,17,75,69.4,9.8,92.31,5.10,50,50,0,0,75,0,25,0,0,0,0,100,0,100,0
,Jeff Withey,DAL,27,9,2,7,4.4,1.7,0.7,1.8,37.5,0.2,1.1,20,0.1,0.2,50,0.1,1,1.1,0,0.2,0,0.3,0.3,3.8,0,0,2.3,0.6,0.2,0.3,0.9,1.2,1.1,0.6,2.4,0.1,0.4,108.5,82.4,26.1,0,0,0,2.6,24.3,13.2,10.6,43.8,44.4,20.5,100.45,8.40,37.5,62.5,53.3,0,40,20,6.7,33.3,53.3,75,25,100,0,83.3,16.7
,Kyle Singler,OKC,29,4,2,2,7.9,3,1,3,33.3,0.5,1,50,0.5,1.3,40,0,1,1,0,0.5,0,0,0.8,3.7,0,0,-2.5,0.8,0,0,1,3.5,1,3.3,5,0.3,1,89.8,109.6,-19.8,0,0,0,0,15.4,7.5,12.3,41.7,42.3,21.9,102.14,0.00,66.7,33.3,33.3,0,50,0,16.7,25,33.3,100,0,100,0,100,0
,Tyler Dorsey,ATL,21,10,0,10,6.3,2.2,0.7,2,35,0.5,1.4,35.7,0.3,0.4,75,0.1,0.7,0.8,0.3,0.5,0.1,0.1,0.1,3.7,0,0,2.4,0.3,0.6,0.2,0.2,2.1,1.1,1.3,4.4,0.1,0.5,105.2,91.2,14,8.1,0.6,10.1,2.1,12.7,7.8,16.8,47.5,50.6,19.6,94.38,7.10,30,70,18.2,9.1,68.2,9.1,13.6,13.6,9.1,50,50,80,20,71.4,28.6
,Ante Zizic,CLE,21,11,7,4,3.6,1.2,0.4,1,36.4,0,0,0,0.5,0.6,71.4,0.5,0.7,1.2,0.1,0.2,0,0.4,0.4,3.6,0,0,-2,0.2,0.7,0,0.7,1.2,1.1,0.3,4,0,0.5,86.2,105.2,-19,5.3,0.5,5.9,12.2,21.1,16.5,11.7,36.4,46.2,18.7,100.06,9.40,100,0,61.5,0,0,0,38.5,15.4,61.5,50,50,0,0,50,50
,James Michael McAdoo,PHI,25,2,0,2,5.3,2.5,0.5,2.5,20,0.5,2.5,20,1,1,100,0,0,0,0,0.5,0,0.5,0,3.5,0,0,-0.5,0,0,0,0,1,1,2,8,0,0.5,103.3,105.5,-2.2,0,0,0,0,0,0,14.5,30,42.5,26.3,111.11,1.10,0,100,0,0,60,0,40,0,0,0,0,100,0,100,0
,Furkan Korkmaz,PHI,20,6,3,3,5.3,1.5,0.5,2,25,0.2,1.3,12.5,0.3,0.3,100,0.3,0.7,1,0.3,0.2,0.2,0,0.7,3.5,0,0,-0.5,1.2,0.3,0.3,0.7,2,0.7,0.8,5.7,0,0.2,102.6,111.9,-9.3,9.1,2,12.6,5,19,9.8,6.3,29.2,34.9,16.5,105.75,2.30,33.3,66.7,44.4,0,33.3,22.2,22.2,77.8,44.4,50,50,100,0,66.7,33.3
