,PLAYER,POS,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PLUSMINUS,2ndPTS,FBPs,PITP,OppPTSOFFTO,Opp2ndPTS,OppFBPs,OppPITP,BLKA,PFD,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,%FGA2PT,%FGA3PT,%PTS2PT,%PTS2PTMR,%PTS3PT,%PTSFBPs,%PTSFT,%PTSOffTO,%PTSPITP,2FGM%AST,2FGM%UAST,3FGM%AST,3FGM%UAST,FGM%AST,FGM%UAST,PERIPHERAL,Cluster
161,Giannis Antetokounmpo,PF,MIL,23,30,16,14,37.9,29.5,10.8,19.8,54.5,0.5,1.8,27.3,7.4,9.6,77.7,2.1,8.2,10.3,4.6,2.8,1.8,1.4,3.3,55.6,15,0,3.3,3.2,5.1,17.9,10.7,9.6,4.9,33.0,0.7,7.3,110.0,105.0,5.0,22.3,1.64,14.6,6.7,25.0,15.9,8.9,55.7,61.4,32.2,98.21,20.2,90.8,9.2,69.8,9.3,5.1,17.4,25.2,17.2,60.5,43.4,56.6,93.3,6.7,45.7,54.3,26.1,3
390,James Harden,SG,HOU,28,32,25,7,36.3,32.4,9.7,21.3,45.6,4.3,10.8,39.4,8.8,10.2,86.5,0.5,4.7,5.2,9.2,4.4,1.8,0.5,2.7,55.0,13,2,8.0,1.8,2.1,9.5,13.7,8.6,9.9,35.1,1.3,7.1,115.9,105.8,10.2,45.2,2.09,23.3,1.6,14.7,8.2,11.1,55.6,63.0,36.0,101.71,19.3,49.3,50.7,33.5,4.2,39.3,6.5,27.2,15.3,29.3,12.6,87.4,30.1,69.9,20.3,79.7,22.6,4
160,LeBron James,PF,CLE,33,34,24,10,37.4,28.1,10.7,18.9,56.5,2.1,5.1,40.6,4.6,5.9,77.7,1.2,7.0,8.1,9.1,4.4,1.4,1.1,1.7,54.8,22,6,3.1,2.4,3.5,14.2,12.5,9.6,8.9,35.9,0.8,5.0,114.2,110.5,3.7,43.8,2.1,26.1,3.8,20.9,12.6,12.4,62.0,65.2,31.1,98.34,19.9,72.8,27.2,61.3,10.7,22.3,12.4,16.4,15.7,50.6,29.7,70.3,33.8,66.2,30.5,69.5,26.699999999999996,7
243,Russell Westbrook,PG,OKC,29,34,19,15,36.3,23.9,8.6,20.6,41.6,1.6,5.0,31.6,5.1,7.1,71.8,1.7,7.6,9.4,9.9,4.5,2.1,0.2,2.6,52.3,22,11,4.7,2.4,4.9,9.5,11.9,8.4,6.9,30.8,1.1,5.7,106.7,101.0,5.6,46.6,2.22,26.0,5.2,24.6,14.5,11.7,45.4,50.2,33.4,98.63,18.2,75.6,24.4,58.7,18.7,20.0,20.6,21.3,22.1,40.0,15.1,84.9,37.0,63.0,19.2,80.8,28.4,4
82,DeMarcus Cousins,C,NOP,27,33,17,16,35.2,25.9,8.9,18.6,47.8,2.2,6.2,35.3,6.0,8.1,73.8,2.1,10.0,12.1,5.2,5.1,1.5,1.5,3.7,52.0,24,1,0.0,3.3,1.6,12.1,13.6,9.3,10.6,33.2,1.4,7.6,107.9,107.9,0.0,24.7,1.02,16.0,7.0,31.7,19.7,15.7,53.7,58.5,34.0,100.81,16.7,66.7,33.3,51.7,5.1,25.3,6.1,23.0,12.9,46.5,40.3,59.7,93.1,6.9,53.2,46.8,26.1,5
156,Kevin Durant,PF,GSW,29,29,23,6,34.8,26.2,9.5,19.0,49.9,2.4,6.5,37.8,4.8,5.5,88.1,0.6,6.6,7.2,5.1,3.4,0.8,2.3,2.3,48.6,6,1,7.6,1.8,3.9,8.6,13.7,10.0,11.0,33.0,0.9,5.0,114.2,103.0,11.2,22.9,1.51,17.1,2.2,18.9,11.4,11.4,56.4,61.3,30.8,102.44,16.5,65.9,34.1,53.6,21.0,28.0,15.0,18.4,14.6,32.6,50.5,49.5,76.1,23.9,57.1,42.9,22.400000000000002,1
158,Anthony Davis,PF,NOP,24,28,14,14,35.1,25.1,9.2,16.1,56.9,0.6,1.7,35.4,6.2,7.7,80.1,2.4,8.0,10.4,2.4,2.1,1.1,2.0,1.9,48.3,18,0,3.4,4.4,3.1,13.9,13.0,10.0,10.0,31.2,0.4,7.1,108.3,103.3,5.0,11.4,1.15,10.1,8.1,23.7,16.4,8.8,58.7,64.3,26.9,102.05,18.9,89.4,10.6,68.3,12.8,7.3,12.5,24.5,16.9,55.5,66.3,33.8,94.1,5.9,68.1,31.9,23.199999999999996,1
75,Joel Embiid,C,PHI,23,25,14,11,31.2,23.8,8.2,16.9,48.6,0.8,2.7,27.9,6.6,8.2,80.9,2.3,8.8,11.1,3.4,4.1,0.6,2.0,3.5,45.9,15,0,5.1,3.4,0.4,11.0,10.8,8.8,5.4,24.4,1.2,7.3,106.6,99.2,7.4,20.1,0.83,12.3,8.3,27.6,18.6,14.7,50.8,58.0,33.8,101.21,18.5,83.9,16.1,62.6,16.5,9.6,1.9,27.8,10.9,46.1,47.3,52.7,94.7,5.3,51.7,48.3,22.099999999999998,5
236,Stephen Curry,PG,GSW,29,23,18,5,32.6,26.3,8.3,17.7,47.3,3.6,9.5,38.1,6.0,6.5,93.3,0.7,4.4,5.1,6.6,2.9,1.7,0.2,2.5,45.1,4,0,11.5,1.9,4.7,5.8,12.7,9.2,11.2,32.0,0.3,4.0,118.9,102.3,16.6,28.1,2.25,21.9,2.4,13.7,8.6,9.7,57.5,64.3,29.8,107.31,16.2,46.3,53.7,36.0,13.9,41.1,17.7,22.9,14.4,22.1,41.3,58.7,61.4,38.6,50.0,50.0,18.8,6
242,Ben Simmons,PG,PHI,21,32,14,18,36.3,16.8,7.1,13.9,51.1,0.0,0.3,0.0,2.6,4.8,52.9,2.0,6.8,8.8,7.6,3.9,1.9,0.8,2.7,43.2,18,4,0.8,1.6,1.8,13.4,14.5,9.7,7.6,30.6,0.7,4.6,104.2,102.6,1.7,32.9,1.93,27.5,6.3,19.2,13.1,14.3,51.1,52.3,23.2,103.2,14.3,98.0,2.0,84.8,4.8,0.0,10.8,15.2,19.7,79.9,31.6,68.4,0.0,0.0,31.6,68.4,26.400000000000002,7
76,Andre Drummond,C,DET,24,33,19,14,32.4,14.2,5.5,10.3,53.8,0.0,0.1,0.0,3.1,4.9,62.6,4.8,10.1,14.9,3.6,2.9,1.4,1.2,3.3,42.5,23,0,1.0,5.3,0.9,11.1,10.4,7.1,6.5,29.6,0.8,4.5,106.9,106.9,0.0,17.2,1.24,19.0,16.2,36.2,25.9,15.3,53.8,56.8,20.8,97.45,15.7,99.4,0.6,78.2,0.0,0.0,6.6,21.8,15.6,78.2,50.3,49.7,0.0,0.0,50.3,49.7,28.3,5
387,Victor Oladipo,SG,IND,25,33,19,14,34.4,24.9,8.9,18.4,48.5,2.7,6.5,42.3,4.3,5.5,79.0,0.5,4.8,5.3,3.9,2.9,1.8,1.0,2.4,42.5,1,0,2.9,1.5,4.7,8.7,10.8,9.8,8.0,32.4,1.4,4.2,109.6,104.7,4.9,19.0,1.33,14.2,1.7,14.7,8.5,10.6,55.9,59.9,30.8,99.58,14.9,64.9,35.1,49.7,14.6,32.9,19.0,17.4,20.7,35.1,34.8,65.2,54.4,45.6,40.8,59.2,17.6,6
231,Chris Paul,PG,HOU,32,16,15,1,31.1,17.1,5.8,12.2,47.7,2.5,6.1,40.8,2.9,3.3,90.4,0.6,4.8,5.4,9.0,2.4,2.1,0.4,2.6,42.3,5,1,10.7,1.5,1.8,4.8,10.2,9.0,9.9,31.6,0.0,3.5,119.3,103.4,15.9,41.1,3.79,36.0,2.4,17.0,10.0,9.5,57.9,62.6,22.7,100.77,16.7,49.7,50.3,38.8,11.0,44.0,10.3,17.2,15.4,27.8,5.7,94.3,30.0,70.0,16.1,83.9,25.199999999999996,4
83,Karl-Anthony Towns,C,MIN,22,34,21,13,35.9,20.5,7.6,14.4,52.9,1.4,3.7,39.2,3.9,4.7,83.1,2.9,8.8,11.6,1.9,2.2,0.9,1.4,3.5,42.3,27,0,3.3,3.5,0.7,10.5,11.2,9.5,10.4,34.3,0.7,4.8,111.9,107.9,4.0,8.3,0.88,9.4,9.2,28.8,18.9,10.7,57.9,62.5,22.9,97.7,14.8,74.4,25.6,59.9,8.6,21.1,3.6,19.1,17.8,51.3,69.9,30.1,95.9,4.1,74.8,25.2,21.799999999999997,5
244,Damian Lillard,PG,POR,27,31,16,15,37.1,25.2,8.1,19.4,41.8,2.8,8.1,34.8,6.2,6.7,92.8,0.9,4.1,5.0,6.4,3.1,1.0,0.5,1.7,42.1,5,0,2.4,1.8,1.5,7.8,12.3,8.5,7.7,33.0,1.3,4.8,103.7,102.2,1.5,29.4,2.05,20.0,2.7,12.3,7.5,9.8,49.1,56.5,29.9,100.01,15.8,58.3,41.7,42.0,11.0,33.4,5.8,24.6,14.6,31.0,17.1,82.9,36.8,63.2,23.9,76.1,16.900000000000002,0
159,Blake Griffin,PF,LAC,28,19,8,11,35.8,23.6,7.9,18.6,42.5,2.2,6.1,35.3,5.6,7.2,78.1,1.3,6.6,7.9,5.1,3.0,0.9,0.3,2.5,41.4,6,1,-0.2,2.9,1.3,10.4,14.0,9.1,9.6,30.2,1.3,6.4,107.9,108.7,-0.8,24.9,1.68,17.0,4.0,21.3,12.3,10.1,48.3,54.2,30.2,98.22,14.4,67.1,32.9,48.7,4.5,27.5,5.6,23.9,19.4,44.2,24.8,75.2,73.2,26.8,38.0,62.0,17.799999999999997,7
147,Kristaps Porzingis,PF,NYK,22,27,16,11,31.8,24.6,8.7,19.5,44.8,1.9,4.9,38.6,5.2,6.3,82.8,1.3,5.4,6.7,1.2,2.3,0.6,2.1,2.7,40.0,4,0,2.9,2.0,1.0,8.0,10.6,8.5,7.2,25.5,1.0,6.9,107.6,104.2,3.4,6.7,0.54,4.7,4.7,18.1,11.6,8.8,49.6,55.1,33.4,99.0,14.1,75.0,25.0,55.8,23.2,23.1,4.1,21.1,11.2,32.6,55.1,44.9,98.0,2.0,64.4,35.6,15.399999999999999,1
238,John Wall,PG,WAS,27,23,14,9,33.0,18.6,6.5,15.7,41.4,1.3,4.0,33.0,4.3,6.1,70.7,0.5,3.3,3.8,8.8,3.0,1.1,1.0,2.0,39.7,10,0,5.3,1.5,2.7,7.7,8.9,9.1,7.7,30.9,1.1,5.0,109.3,103.0,6.3,40.4,2.9,29.2,1.7,10.4,6.2,10.1,45.6,50.6,27.8,101.33,13.2,74.7,25.3,55.7,14.5,21.1,14.8,23.2,17.3,41.2,6.7,93.3,56.7,43.3,16.8,83.2,21.1,4
392,Jimmy Butler,SG,MIN,28,32,21,11,37.3,20.7,7.4,15.8,46.8,1.1,3.4,33.0,4.8,5.5,86.9,1.3,4.3,5.5,4.8,1.8,1.8,0.3,1.3,39.0,3,0,4.9,1.9,2.6,8.9,12.3,9.3,10.6,34.7,0.8,4.6,111.3,104.9,6.4,19.7,2.67,19.2,3.9,13.3,8.6,7.2,50.4,56.8,23.7,97.48,14.0,78.5,21.5,60.7,17.8,16.3,12.5,23.0,17.8,42.9,35.3,64.7,83.3,16.7,42.6,57.4,18.3,6
385,DeMar DeRozan,SG,TOR,28,32,23,9,34.3,24.3,8.5,17.5,48.4,0.9,2.8,33.3,6.5,8.0,80.9,0.8,3.5,4.3,4.9,2.4,1.2,0.2,1.7,38.8,0,0,6.7,1.5,2.2,8.5,11.0,9.0,9.3,32.4,0.8,5.3,112.6,104.0,8.6,23.1,2.03,17.4,2.8,11.4,7.2,8.6,51.1,57.9,29.5,101.48,14.8,83.9,16.1,61.9,27.0,11.6,9.1,26.6,16.2,34.9,23.7,76.3,80.0,20.0,29.9,70.1,14.499999999999996,0
81,Marc Gasol,C,MEM,32,34,10,24,35.1,18.9,6.4,15.6,41.2,1.4,4.3,33.3,4.5,5.4,83.2,1.4,7.3,8.8,3.9,3.1,0.7,1.5,2.3,38.8,15,0,-5.3,1.8,0.6,6.6,11.1,8.6,10.4,29.5,0.9,5.3,101.0,108.3,-7.3,20.9,1.29,15.7,4.8,25.2,14.8,12.2,45.8,52.2,28.1,94.46,14.0,72.4,27.6,53.0,17.8,22.9,3.1,24.0,13.7,35.3,64.1,35.9,95.9,4.1,71.2,28.8,19.9,5
80,LaMarcus Aldridge,C,SAS,32,34,24,10,33.5,22.1,8.6,17.4,49.6,0.6,1.5,36.5,4.3,5.0,85.4,3.3,5.1,8.4,2.0,1.6,0.5,1.1,2.4,38.4,13,0,3.3,4.5,1.0,10.1,9.6,7.6,7.4,27.6,0.4,4.3,107.4,101.9,5.4,10.6,1.24,8.5,10.8,17.1,14.0,6.9,51.2,56.4,28.8,95.29,14.8,91.2,8.8,73.0,27.4,7.6,4.5,19.4,13.4,45.5,54.0,46.0,94.7,5.3,56.7,43.3,16.299999999999997,1
71,Nikola Jokic,C,DEN,22,27,16,11,29.7,16.0,6.1,11.9,51.2,1.3,3.4,37.4,2.5,2.9,87.0,2.5,7.6,10.1,4.5,2.4,1.2,0.7,2.4,38.1,12,0,4.7,3.1,0.6,7.3,12.1,5.4,6.6,27.2,0.4,4.1,108.4,102.1,6.3,23.6,1.86,22.3,9.5,29.3,19.3,12.0,56.5,60.6,22.7,98.17,17.6,71.7,28.3,60.8,15.3,23.7,3.9,15.5,9.3,45.5,51.9,48.1,85.3,14.7,58.8,41.2,22.1,5
303,Paul George,SF,OKC,27,32,18,14,37.2,20.1,6.8,16.6,41.2,3.0,7.3,41.4,3.4,4.2,80.6,0.9,4.7,5.6,3.1,2.9,2.5,0.7,2.9,38.1,2,0,2.4,1.3,2.6,5.1,11.5,9.3,7.0,31.5,0.7,3.5,104.0,101.5,2.5,13.6,1.06,12.7,2.8,14.6,8.6,11.9,50.3,54.4,25.1,97.81,11.3,56.3,43.7,38.3,13.1,44.9,12.8,16.8,19.2,25.2,38.2,61.8,83.3,16.7,58.0,42.0,18.0,2
235,Kyrie Irving,PG,BOS,25,35,26,9,32.2,24.7,9.1,18.5,49.1,2.7,6.5,41.0,4.0,4.5,89.1,0.5,2.5,3.0,4.9,2.3,1.2,0.3,2.1,38.1,1,0,5.3,1.8,2.2,9.5,10.3,6.9,6.6,28.7,0.7,3.4,109.2,103.3,5.9,28.2,2.19,17.9,1.8,8.4,5.2,8.2,56.3,60.6,31.5,98.32,16.0,64.9,35.1,51.7,13.4,32.2,8.8,16.1,8.5,38.3,30.8,69.2,53.8,46.2,37.5,62.5,13.400000000000002,0
73,Nikola Vucevic,C,ORL,27,34,11,23,29.9,17.4,7.3,14.9,49.1,1.4,4.1,34.3,1.4,1.6,82.1,1.8,7.5,9.3,3.3,1.9,1.0,1.1,2.4,38.0,18,1,-0.1,2.2,1.3,8.6,10.4,7.7,7.6,31.6,0.4,1.8,108.4,108.6,-0.2,17.0,1.75,15.9,6.6,28.1,17.3,9.1,53.9,55.7,25.1,103.27,14.1,72.3,27.7,67.8,18.3,24.4,7.5,7.8,12.7,49.5,64.5,35.5,100.0,0.0,71.4,28.6,20.6,1
383,Devin Booker,SG,PHX,21,26,10,16,34.0,24.6,8.5,18.9,45.2,2.5,6.6,38.0,5.0,5.8,87.3,0.5,4.0,4.5,4.2,3.2,0.9,0.3,3.1,36.8,2,0,-4.2,1.5,2.8,6.6,14.0,8.7,10.7,34.7,1.0,5.2,103.0,109.4,-6.3,20.3,1.29,14.4,1.7,12.5,7.0,11.2,51.8,57.5,29.5,106.36,12.7,65.2,34.8,49.1,22.2,30.5,11.6,20.5,10.6,26.9,28.7,71.3,67.7,32.3,40.1,59.9,12.199999999999996,6
70,Kevin Love,C,CLE,29,33,23,10,29.6,20.1,6.5,13.9,47.2,2.3,5.6,41.6,4.7,5.3,88.0,2.5,7.9,10.4,1.9,1.9,0.7,0.4,2.1,36.7,21,0,1.0,2.9,0.8,6.7,10.8,7.1,7.6,29.2,1.0,4.7,111.5,112.1,-0.5,10.7,1.02,9.5,9.7,29.9,19.9,9.4,55.6,62.0,27.0,98.37,16.1,59.6,40.4,41.9,8.7,34.8,3.9,23.2,13.1,33.2,64.0,36.0,96.1,3.9,75.5,24.5,16.6,1
149,Draymond Green,PF,GSW,27,28,21,7,32.5,10.3,3.6,8.0,44.8,1.2,3.8,32.1,1.9,2.5,76.8,1.1,6.4,7.5,7.4,2.9,1.6,1.4,2.7,36.4,7,1,7.8,0.9,2.3,4.5,12.4,8.6,9.1,29.1,0.5,2.4,112.0,99.1,12.9,28.9,2.59,38.3,4.0,20.1,12.8,14.8,52.5,56.6,15.9,103.77,12.0,52.5,47.5,46.0,2.1,35.5,22.3,18.5,15.7,43.9,69.7,30.3,97.1,2.9,79.0,21.0,26.099999999999998,7
241,Kemba Walker,PG,CHA,27,31,12,19,34.8,21.5,7.1,17.0,42.0,2.3,6.8,34.0,4.9,5.8,84.9,0.5,3.0,3.5,5.8,2.1,1.1,0.3,1.4,36.3,2,0,3.4,1.2,2.2,6.6,10.2,7.5,6.5,30.3,1.0,4.3,108.5,103.3,5.2,27.3,2.73,21.2,1.5,9.2,5.4,7.8,48.9,55.1,27.0,100.38,13.3,59.7,40.3,44.7,13.8,32.4,10.1,22.8,13.8,30.9,12.8,87.2,50.0,50.0,24.9,75.1,14.799999999999997,0
389,Bradley Beal,SG,WAS,24,34,19,15,35.2,23.1,8.3,18.8,44.3,2.2,6.4,35.2,4.2,5.3,78.5,0.8,3.4,4.3,3.5,2.2,1.1,0.4,1.9,35.8,2,0,3.8,1.5,1.9,7.6,9.6,9.5,7.7,32.6,0.7,4.2,107.8,103.2,4.6,16.3,1.61,13.1,2.6,10.6,6.6,8.1,50.2,54.5,29.1,99.41,12.1,66.2,33.8,52.8,19.6,29.1,8.4,18.1,14.8,33.2,37.7,62.3,80.3,19.7,49.1,50.9,12.699999999999996,6
64,Hassan Whiteside,C,MIA,28,16,9,7,26.3,14.4,6.0,10.5,57.1,0.1,0.1,100.0,2.3,3.4,68.5,2.8,9.7,12.4,0.4,1.5,0.9,1.5,2.1,35.7,9,0,-1.1,4.3,0.1,10.4,8.9,5.8,6.5,23.4,0.9,2.9,96.6,98.4,-1.8,2.7,0.25,2.7,11.1,37.8,24.7,10.8,57.7,60.2,22.7,98.7,20.8,98.8,1.2,81.4,9.5,2.6,0.9,16.0,8.7,71.9,54.3,45.7,100.0,0.0,55.2,44.8,21.300000000000004,5
62,Clint Capela,C,HOU,23,29,24,5,25.6,14.2,6.2,8.9,69.1,0.0,0.0,0.0,1.9,3.2,58.1,3.3,8.0,11.2,1.2,1.6,0.8,1.8,2.8,35.5,17,0,5.2,2.5,0.9,12.3,9.1,5.8,7.2,27.8,1.0,2.8,114.7,104.6,10.1,7.9,0.76,9.2,14.3,34.7,24.5,12.1,69.1,68.7,20.3,100.25,17.1,99.6,0.4,86.9,0.5,0.0,6.3,13.1,14.6,86.4,81.6,18.4,0.0,0.0,81.6,18.4,21.3,5
237,Kyle Lowry,PG,TOR,31,32,23,9,32.8,16.2,5.1,11.9,42.7,2.9,7.5,39.3,3.0,3.4,89.0,0.7,5.5,6.2,7.0,2.6,1.2,0.1,2.2,35.3,12,2,6.5,1.3,3.2,3.8,10.5,9.0,8.3,29.9,0.7,3.7,111.8,102.7,9.1,30.5,2.68,30.4,2.6,18.4,10.8,11.4,55.0,60.1,21.3,100.8,14.4,37.4,62.6,26.7,3.1,54.5,19.9,18.8,14.3,23.6,31.9,68.1,57.4,42.6,46.6,53.4,19.099999999999998,0
304,Khris Middleton,SF,MIL,26,32,17,15,37.3,20.7,7.6,16.3,46.4,2.1,5.8,35.5,3.5,3.9,88.9,0.5,4.6,5.2,4.5,2.3,1.2,0.1,3.4,35.3,3,0,1.3,1.2,2.2,5.1,11.7,9.7,5.3,32.6,0.5,2.9,110.1,108.0,2.1,19.0,1.92,18.1,1.7,14.6,8.2,9.4,52.7,57.3,24.9,98.21,11.5,64.4,35.6,53.2,28.7,29.9,10.4,16.9,17.4,24.5,40.9,59.1,77.3,22.7,50.8,49.2,14.599999999999998,6
154,Aaron Gordon,PF,ORL,22,26,10,16,33.3,18.3,6.4,13.1,49.0,2.2,5.5,40.1,3.2,4.3,74.3,1.5,6.5,8.0,2.2,1.6,1.0,0.8,1.8,35.1,6,0,-2.7,1.9,2.5,6.3,11.9,9.3,8.7,36.8,0.5,3.5,107.1,110.3,-3.2,9.7,1.39,11.7,4.8,22.0,13.3,8.4,57.3,60.8,21.5,103.14,12.6,58.4,41.6,46.3,11.8,36.0,13.9,17.7,14.1,34.5,50.0,50.0,80.7,19.3,60.5,39.5,16.8,3
221,D'Angelo Russell,PG,BKN,21,12,4,8,27.7,20.9,7.9,17.1,46.3,1.5,5.0,30.0,3.6,5.3,68.3,0.8,3.9,4.7,5.7,4.0,1.0,0.2,2.5,34.5,1,0,-5.8,1.0,2.3,8.8,9.8,8.8,6.8,31.2,0.8,4.2,100.5,109.8,-9.3,38.9,1.42,19.5,2.7,15.0,8.6,13.8,50.7,53.9,33.5,111.0,13.3,70.7,29.3,61.4,19.1,21.5,10.8,17.1,14.3,42.2,10.4,89.6,50.0,50.0,17.9,82.1,13.600000000000001,4
234,Dennis Schroder,PG,ATL,24,30,8,22,32.2,19.8,7.9,17.5,45.0,1.2,3.7,31.8,2.9,3.4,85.4,0.7,2.3,3.0,6.7,2.5,1.1,0.0,2.1,34.4,2,0,-4.2,0.8,1.7,9.1,12.5,9.6,7.7,30.9,1.6,4.2,106.2,112.7,-6.5,35.8,2.68,23.8,2.5,8.6,5.5,8.9,48.4,52.3,29.7,99.06,12.0,79.0,21.0,67.6,21.8,17.6,8.7,14.8,18.8,45.7,18.9,81.1,45.7,54.3,22.9,77.1,14.599999999999998,4
391,Jrue Holiday,SG,NOP,27,33,17,16,36.6,18.0,7.2,14.8,48.5,1.7,4.9,34.2,2.0,2.5,82.7,0.6,3.8,4.4,5.4,2.7,1.3,0.5,2.2,34.3,1,0,2.5,1.1,2.1,9.0,13.7,9.8,10.7,33.2,0.6,2.2,109.2,105.4,3.8,21.6,2.01,22.6,2.0,11.0,6.7,11.3,54.1,56.8,22.0,102.37,10.9,66.9,33.1,60.9,10.8,27.8,11.4,11.3,13.5,50.2,44.2,55.8,70.9,29.1,50.4,49.6,16.299999999999997,6
77,DeAndre Jordan,C,LAC,29,33,14,19,32.5,11.1,4.7,7.2,65.4,0.0,0.0,0.0,1.7,3.1,54.9,4.6,10.6,15.2,1.2,1.7,0.5,1.1,2.9,34.2,20,0,-1.8,3.5,1.3,9.4,11.1,8.2,9.4,27.9,0.3,3.2,106.2,108.7,-2.5,5.8,0.71,10.4,15.5,36.3,25.8,14.6,65.4,64.9,13.9,97.47,14.8,100.0,0.0,84.7,0.0,0.0,11.7,15.3,15.0,84.7,66.5,33.5,0.0,0.0,66.5,33.5,23.1,5
69,Dwight Howard,C,CHA,32,33,12,21,29.4,15.6,5.8,10.6,54.1,0.0,0.0,0.0,4.1,7.6,53.6,3.5,8.7,12.2,1.3,3.3,0.5,1.3,3.4,34.2,18,0,1.5,4.5,0.8,10.9,9.5,6.0,6.3,25.7,1.0,5.8,105.9,103.0,2.9,7.2,0.39,6.9,13.1,31.2,22.3,17.8,54.1,55.8,25.4,100.88,12.3,99.7,0.3,73.8,3.9,0.0,5.0,26.2,14.0,69.9,53.2,46.8,0.0,0.0,53.2,46.8,18.6,5
229,Tyreke Evans,PG,MEM,28,33,10,23,30.8,19.0,7.0,15.0,46.8,2.1,5.2,41.2,2.8,3.5,80.0,0.8,4.2,5.0,4.3,1.9,1.0,0.4,1.9,34.0,4,0,-1.8,1.2,3.3,8.7,9.3,7.7,8.1,25.5,1.3,2.7,102.2,105.8,-3.6,26.9,2.31,19.0,3.2,16.0,9.6,8.2,53.8,57.3,27.4,95.91,16.4,65.7,34.3,51.8,6.1,33.5,17.6,14.7,16.3,45.7,26.5,73.5,48.6,51.4,33.2,66.8,15.0,0
78,Al Horford,C,BOS,31,34,24,10,32.5,13.7,5.5,10.6,51.7,1.4,3.3,42.0,1.3,1.8,75.0,1.4,6.4,7.7,5.4,1.9,0.6,1.0,1.7,34.0,8,0,6.6,1.3,0.9,6.6,9.8,7.0,6.3,27.4,0.2,1.8,109.8,101.4,8.4,25.1,2.83,28.9,5.1,20.6,13.4,10.2,58.1,60.0,18.7,97.21,14.8,69.1,30.9,60.1,12.0,30.3,6.2,9.7,13.1,48.1,57.1,42.9,95.7,4.3,66.8,33.2,20.3,7
233,Eric Bledsoe,PG,MIL,28,25,13,12,31.4,18.0,6.3,14.1,44.9,1.5,5.0,30.4,3.8,5.2,73.8,0.8,3.1,3.9,4.4,3.0,1.8,0.7,2.3,33.8,1,0,0.5,1.2,3.6,7.4,9.8,9.2,5.7,29.0,0.8,4.7,107.6,106.6,1.0,22.5,1.45,18.4,3.0,11.0,7.0,12.6,50.3,55.0,27.2,100.31,11.8,64.5,35.5,53.3,12.0,25.3,20.2,21.3,21.1,41.3,24.2,75.8,81.6,18.4,38.0,62.0,15.799999999999997,0
239,Lonzo Ball,PG,LAL,20,31,11,20,33.9,10.0,3.9,11.1,34.9,1.5,5.1,29.7,0.8,1.6,48.0,1.3,5.7,6.9,7.1,2.9,1.4,1.0,2.2,33.2,7,2,-2.1,1.1,1.2,4.3,11.9,10.0,8.2,35.1,1.0,1.5,100.2,103.7,-3.5,28.6,2.47,32.6,3.7,17.4,10.4,13.2,41.7,42.5,17.8,105.17,9.4,54.1,45.9,46.9,4.5,45.3,12.2,7.7,17.4,42.4,27.4,72.6,70.2,29.8,44.2,55.8,23.200000000000003,0
145,Paul Millsap,PF,DEN,32,16,9,7,29.7,15.3,5.6,12.6,44.6,1.3,3.6,34.5,2.8,4.1,69.2,1.5,4.7,6.2,3.1,2.1,1.1,1.3,2.4,32.3,1,0,2.5,1.9,0.7,7.6,11.0,7.0,6.4,27.1,0.8,3.5,109.1,104.4,4.7,16.1,1.52,15.9,5.7,17.9,11.8,10.5,49.5,53.1,24.2,98.76,11.0,71.3,28.7,57.1,7.3,24.5,4.5,18.4,13.5,49.8,48.6,51.4,90.0,10.0,57.8,42.2,16.999999999999996,1
74,Myles Turner,C,IND,21,27,15,12,30.2,14.5,5.5,11.0,49.7,1.0,2.7,35.6,2.6,3.4,76.9,1.1,5.8,6.9,1.7,1.5,0.4,2.4,2.7,32.1,3,0,2.0,1.1,0.6,4.6,8.7,8.5,6.6,28.0,0.6,3.4,109.8,105.4,4.4,8.1,1.1,10.6,4.5,20.4,12.9,9.7,54.0,58.0,21.0,99.18,11.1,75.5,24.5,62.2,30.6,19.9,4.1,17.9,14.3,31.6,76.2,23.8,100.0,0.0,80.4,19.6,17.6,1
384,Klay Thompson,SG,GSW,27,34,27,7,34.0,20.8,8.1,16.5,48.8,3.4,7.5,44.9,1.3,1.4,89.6,0.5,3.8,4.3,2.6,1.8,0.7,0.6,1.7,32.0,2,0,7.2,1.4,5.1,4.2,12.7,9.7,10.4,30.9,0.4,1.7,111.4,99.8,11.7,11.6,1.47,12.0,1.7,11.2,7.0,8.2,59.0,60.5,24.3,102.06,11.7,54.4,45.6,45.0,24.6,48.9,24.5,6.1,13.9,20.4,71.7,28.3,98.3,1.7,82.8,17.2,11.2,2
407,CJ McCollum,SG,POR,26,32,16,16,36.6,20.7,7.9,17.9,44.2,2.3,5.7,41.2,2.6,2.9,87.2,0.6,3.4,4.0,2.9,2.0,1.0,0.4,2.3,31.9,1,0,0.0,1.3,1.1,6.0,11.8,8.6,6.9,34.2,1.3,2.5,102.4,102.9,-0.5,13.8,1.45,12.1,1.9,10.2,6.1,8.3,50.8,54.0,25.5,99.06,10.9,68.2,31.8,53.7,24.7,33.9,5.4,12.4,16.1,29.0,20.2,79.8,65.3,34.7,33.6,66.4,11.2,6
